region,county,product,quantity
North East England,Darlington,oxford shoes,870085
East Midlands,Newark and Sherwood,chocolate fudge cake,870080
East Midlands,Rushcliffe,pokemon yellow,870048
Wales,Isle of Anglesey,jam doughnut,870041
South East England,West Oxfordshire,brenton t-shirt,870012
North East England,Darlington,jam doughnut,870012
East Midlands,Newark and Sherwood,halo combat evolved,869996
East of England,Uttlesford,bosch washing machine,869994
East Midlands,Newark and Sherwood,Lemon,869989
South East England,West Oxfordshire,Fairtrade Bananas Loose,869978
North East England,Stockton-on-Tees,god of war 2,869969
East Midlands,Rushcliffe,denim jeams,869955
London,Hackney,wristwatch,869947
East Midlands,Rushcliffe,dell inspiron laptop,869936
Scotland,Glasgow City,british parsnips loose,869920
London,Hackney,denim jeams,869914
East of England,Colchester,aubergine,869899
Wales,Bargoed,olive oil spread,869896
East Midlands,Newark and Sherwood,wellington boots,869849
East of England,Colchester,goat cheese,869847
Northern Ireland,Armagh,fresh whole turkey,869844
East Midlands,Lincolnshire,celery,869838
West Midlands,Worcestershire,x-box 360,869817
East of England,Colchester,dyson tower fan,869816
Wales,Bargoed,gaming mouse,869809
Scotland,East Dunbartonshire,courgette loose,869805
Yorkshire and the Humber,Selby,sea bass fillets,869774
Yorkshire and the Humber,Selby,samsung washing machine,869771
Northern Ireland,Ballymoney,plastic sunshades,869759
South East England,Reigate and Banstead,bosch washing machine,869755
East Midlands,Newark and Sherwood,gaming keyboard,869736
South East England,Sevenoaks,silk scarf,869731
London,Hackney,gameboy color,869728
Scotland,East Dunbartonshire,scottish salmon,869703
Scotland,Glasgow City,dyson vacuum cleaner,869700
Scotland,East Dunbartonshire,unsalted butter,869696
Scotland,Glasgow City,brenton t-shirt,869694
Scotland,East Dunbartonshire,large king prawns,869677
Northern Ireland,Ballymoney,raspberries,869671
Yorkshire and the Humber,York,halo combat evolved,869658
Northern Ireland,Ballymoney,Mixed pepper,869633
Yorkshire and the Humber,York,semi skimmed milk,869632
East Midlands,Newark and Sherwood,semi skimmed milk,869598
West Midlands,Rugby,garlic,869581
Yorkshire and the Humber,York,linen shirt,869579
Scotland,East Dunbartonshire,linen shirt,869571
East Midlands,Rushcliffe,mature cheddar cheese,869557
London,Hackney,organic soured cream,869553
Wales,Bargoed,halo combat evolved,869549
Scotland,East Dunbartonshire,cod fillets,869540
North West England,Lancashire,shortbread,869533
South East England,Shepway,unsalted butter,869530
North East England,Stockton-on-Tees,apple macbook pro mid 2009,869492
Wales,Bargoed,large king prawns,869489
East Midlands,Newark and Sherwood,grey cardigan,869481
East of England,Bedfordshire,hp dv 2000 laptop,869473
South East England,Reigate and Banstead,beans,869470
South East England,Shepway,Onions Loose,869443
London,Hackney,red velvet cake,869438
South East England,Reigate and Banstead,grey cardigan,869422
East of England,Uttlesford,cheese cake,869413
South East England,West Oxfordshire,Soy Milk,869400
London,Hackney,fine beans,869397
North East England,Darlington,hotpoint washing machine,869376
Scotland,Glasgow City,21 day mature sirlion steak,869376
East of England,Uttlesford,shortbread,869369
Northern Ireland,Ballymoney,Onions Loose,869367
South East England,Reigate and Banstead,god of war 2,869364
South East England,Shepway,blue stilton cheese,869344
East of England,Bedfordshire,macaron - x3,869326
South East England,West Oxfordshire,white shirt,869319
East Midlands,Newark and Sherwood,hp envy laptop,869318
South East England,Shepway,classic bowtie,869305
East Midlands,Lincolnshire,pokemon blue,869285
Yorkshire and the Humber,Selby,pain au raisins,869280
Yorkshire and the Humber,Selby,organic soured cream,869270
East Midlands,Newark and Sherwood,beef sausages,869263
North West England,Lancashire,british fresh turkey mince,869224
Yorkshire and the Humber,York,dell inspiron laptop,869221
East of England,Colchester,oxford shoes,869165
West Midlands,Worcestershire,British baking potatoes loose,869165
East of England,Uttlesford,hp envy laptop,869164
South East England,Reigate and Banstead,pink blazers,869159
East of England,Uttlesford,grey cardigan,869122
East Midlands,Rushcliffe,cheese cake,869114
Scotland,Glasgow City,linen shirt,869108
North East England,Stockton-on-Tees,Plain Greek yoghurt,869079
South East England,Reigate and Banstead,rice,869075
North East England,Stockton-on-Tees,silk scarf,869067
South East England,Reigate and Banstead,cheese cake,869049
East of England,Colchester,Spring onions bunch,869048
Scotland,Glasgow City,classic bowtie,869044
Scotland,Glasgow City,unsalted butter,869040
East of England,Colchester,custard doughnut,869029
East of England,Uttlesford,Plain Greek yoghurt,868949
East Midlands,Newark and Sherwood,diced chicken breast,868931
London,Hackney,unsalted butter,868905
Wales,Bargoed,corned beef,868901
Yorkshire and the Humber,York,skimmed milk,868899
Yorkshire and the Humber,Selby,pink blazers,868897
South East England,Reigate and Banstead,apple macbook air mid 2009,868879
South East England,Shepway,olive oil spread,868820
Scotland,Glasgow City,organic soured cream,868804
North East England,Darlington,organic raspberry yoghurt,868789
East Midlands,Rushcliffe,corn,868758
London,Hackney,free range large eggs x12,868754
Yorkshire and the Humber,Selby,british fresh chicken thigh fillets,868753
East of England,Colchester,pokemon blue,868750
North East England,Darlington,garlic,868719
South East England,Reigate and Banstead,21 day mature rump steak,868692
North East England,Stockton-on-Tees,skimmed milk,868674
East Midlands,Lincolnshire,white shirt,868655
South East England,Sevenoaks,21 day mature sirlion steak,868654
Wales,Bargoed,linen trousers,868651
South East England,Shepway,fine beans,868644
South East England,Sevenoaks,Spring onions bunch,868635
East Midlands,Rushcliffe,Fairtrade Bananas Loose,868634
South East England,Shepway,silk scarf,868630
Yorkshire and the Humber,Selby,rice,868618
East Midlands,Lincolnshire,vanilla yoghurt,868617
North East England,Stockton-on-Tees,Oats Milk,868591
East Midlands,Rushcliffe,courgette loose,868577
Wales,Isle of Anglesey,gaming keyboard,868569
North East England,Darlington,gameboy advance,868568
Wales,Bargoed,mild cheddar cheese,868541
Yorkshire and the Humber,York,goat cheese,868531
East Midlands,Rushcliffe,Organic Kefir,868518
East of England,Bedfordshire,cotton tie,868503
North West England,Lancashire,21 day mature ribeye steak,868464
East Midlands,Rushcliffe,vernison sausages,868462
North West England,Lancashire,Plain Greek yoghurt,868434
Wales,Isle of Anglesey,dyson tower fan,868434
Scotland,East Dunbartonshire,semi skimmed milk,868428
West Midlands,Worcestershire,Slightly salted butter,868419
East of England,Bedfordshire,cod fillets,868416
South East England,Shepway,semi skimmed milk,868379
East Midlands,Newark and Sherwood,unsalted butter,868357
East Midlands,Newark and Sherwood,21 day mature rump steak,868330
Wales,Isle of Anglesey,gameboy color,868320
North East England,Stockton-on-Tees,diced chicken breast,868318
South East England,Sevenoaks,semi skimmed milk,868295
West Midlands,Worcestershire,pain au chocolate,868291
Yorkshire and the Humber,York,courgette loose,868272
Wales,Isle of Anglesey,beef mince,868269
London,Hackney,pokemon yellow,868233
North East England,Stockton-on-Tees,salmon fillets,868232
Yorkshire and the Humber,York,flapjack,868230
North East England,Darlington,pink blazers,868228
Scotland,Glasgow City,silk scarf,868166
East of England,Colchester,classic bowtie,868149
London,Hackney,macaron - x3,868143
London,Hackney,grey cardigan,868124
London,Hackney,chocolate twist,868120
Northern Ireland,Ballymoney,apple macbook pro mid 2009,868101
South East England,Shepway,british fresh chicken thigh fillets,868096
Yorkshire and the Humber,Selby,large king prawns,868089
Wales,Isle of Anglesey,rice,868067
West Midlands,Rugby,olive oil spread,868063
South East England,Reigate and Banstead,oxford shoes,868037
East Midlands,Rushcliffe,lg washing machine,868018
Northern Ireland,Armagh,pokemon red,868000
West Midlands,Worcestershire,vernison sausages,867997
London,Hackney,croisant ,867996
Wales,Isle of Anglesey,british fresh chicken thigh fillets,867992
South East England,West Oxfordshire,blue stilton cheese,867985
West Midlands,Worcestershire,custard doughnut,867973
West Midlands,Worcestershire,scottish salmon,867958
East of England,Uttlesford,white shirt,867951
North West England,Lancashire,Brocolli loose,867937
East Midlands,Rushcliffe,Red pepper,867927
Scotland,East Dunbartonshire,classic bowtie,867916
Wales,Isle of Anglesey,cotton tie,867912
North East England,Darlington,Spring onions bunch,867882
West Midlands,Worcestershire,Brocolli loose,867873
East Midlands,Rushcliffe,red velvet cake,867863
West Midlands,Worcestershire,cheese cake,867851
East Midlands,Newark and Sherwood,british fresh chicken brest fillets,867825
Northern Ireland,Armagh,denim jeams,867819
North East England,Darlington,grey blazers,867794
Yorkshire and the Humber,York,aubergine,867789
Scotland,Glasgow City,halo combat evolved,867781
East Midlands,Rushcliffe,olive oil spread,867776
East of England,Uttlesford,gameboy advance,867767
North East England,Darlington,Oats Milk,867765
Wales,Isle of Anglesey,almond croisant,867751
Wales,Isle of Anglesey,Red pepper,867727
West Midlands,Worcestershire,cotton tie,867725
West Midlands,Rugby,british parsnips loose,867716
South East England,West Oxfordshire,beef sausages,867715
West Midlands,Rugby,dual shock controller,867678
East of England,Colchester,red velvet cake,867655
Scotland,East Dunbartonshire,raspberries,867641
Yorkshire and the Humber,Selby,Spring onions bunch,867632
Scotland,East Dunbartonshire,mature cheddar cheese,867627
Wales,Bargoed,fine beans,867619
South East England,West Oxfordshire,mature cheddar cheese,867618
East Midlands,Rushcliffe,pokemon gold,867587
London,Hackney,chocolate fudge cake,867584
East of England,Uttlesford,olive oil spread,867569
South East England,West Oxfordshire,cod fillets,867558
South East England,Reigate and Banstead,aubergine,867538
Scotland,East Dunbartonshire,salmon fillets,867530
East Midlands,Lincolnshire,mature cheddar cheese,867521
North East England,Darlington,british parsnips loose,867514
Wales,Bargoed,dyson vacuum cleaner,867479
London,Hackney,Red pepper,867475
Yorkshire and the Humber,York,pokemon gold,867460
Wales,Bargoed,mature cheddar cheese,867453
East Midlands,Lincolnshire,sea bass fillets,867437
East of England,Bedfordshire,corn,867416
East of England,Colchester,macaron - x3,867407
North West England,Lancashire,courgette loose,867370
Yorkshire and the Humber,Selby,gameboy color,867370
East Midlands,Rushcliffe,hp envy laptop,867368
East Midlands,Lincolnshire,rice,867347
West Midlands,Rugby,apple macbook pro mid 2009,867343
Yorkshire and the Humber,York,dyson washing machine,867339
East Midlands,Newark and Sherwood,olive oil spread,867289
Yorkshire and the Humber,Selby,pain au chocolate,867283
West Midlands,Worcestershire,brenton jumper,867248
East of England,Bedfordshire,salmon fillets,867230
East Midlands,Rushcliffe,plastic sunshades,867214
South East England,West Oxfordshire,hp envy laptop,867193
South East England,Reigate and Banstead,pokemon yellow,867183
Wales,Bargoed,vanilla yoghurt,867161
South East England,Sevenoaks,hotpoint washing machine,867146
East Midlands,Newark and Sherwood,diced vernison,867136
South East England,Shepway,vanilla yoghurt,867134
North East England,Stockton-on-Tees,British carrots loose,867133
North East England,Darlington,denim jacket,867133
Northern Ireland,Armagh,silk scarf,867120
East Midlands,Rushcliffe,pokemon red,867096
Northern Ireland,Ballymoney,almond croisant,867057
West Midlands,Worcestershire,pain au raisins,867045
London,Hackney,courgette loose,867036
North West England,Lancashire,celery,867026
East of England,Uttlesford,fine beans,867024
South East England,Shepway,fresh whole turkey,866993
South East England,Sevenoaks,macaron - x3,866980
East of England,Uttlesford,pokemon blue,866951
Yorkshire and the Humber,Selby,brenton t-shirt,866947
East Midlands,Lincolnshire,diced vernison,866946
West Midlands,Worcestershire,Mixed pepper,866910
East Midlands,Lincolnshire,hp envy laptop,866893
South East England,West Oxfordshire,celery,866892
South East England,Sevenoaks,denim jacket,866890
South East England,Shepway,Plain Greek yoghurt,866869
West Midlands,Worcestershire,cod fillets,866855
North East England,Darlington,mild cheddar cheese,866854
Yorkshire and the Humber,Selby,hp dv 3000 laptop,866840
Yorkshire and the Humber,York,Spring onions bunch,866822
Yorkshire and the Humber,York,denim jeams,866799
Yorkshire and the Humber,Selby,Oats Milk,866790
Wales,Isle of Anglesey,fresh turkey steak,866781
West Midlands,Worcestershire,beef mince,866780
South East England,Sevenoaks,Soy Milk,866773
South East England,Sevenoaks,pokemon gold,866772
East Midlands,Lincolnshire,Organic Kefir,866753
East Midlands,Lincolnshire,oxford shoes,866750
East Midlands,Lincolnshire,cotton tie,866748
Yorkshire and the Humber,Selby,british bramley cooking apples,866747
Yorkshire and the Humber,Selby,Sweet potatoes loose,866731
South East England,West Oxfordshire,pokemon red,866728
South East England,Reigate and Banstead,Plain Greek yoghurt,866727
London,Hackney,dyson washing machine,866726
South East England,Sevenoaks,pokemon blue,866710
Yorkshire and the Humber,Selby,linen shirt,866704
Northern Ireland,Armagh,grey blazers,866703
West Midlands,Worcestershire,beans,866688
South East England,Sevenoaks,fine beans,866684
North West England,Lancashire,mild cheddar cheese,866683
West Midlands,Rugby,organic soured cream,866682
East of England,Bedfordshire,pokemon blue,866680
South East England,Shepway,wellington boots,866651
North East England,Darlington,Soy Milk,866648
Wales,Bargoed,british fresh turkey mince,866627
North East England,Stockton-on-Tees,gaming mouse,866611
Scotland,Glasgow City,British carrots loose,866610
East of England,Uttlesford,wellington boots,866607
Scotland,Glasgow City,grey cardigan,866559
South East England,Reigate and Banstead,wristwatch,866557
South East England,West Oxfordshire,lg washing machine,866531
East of England,Colchester,Lemon,866528
South East England,Shepway,fresh turkey steak,866519
South East England,West Oxfordshire,jam doughnut,866517
East Midlands,Newark and Sherwood,mature cheddar cheese,866505
Wales,Bargoed,gameboy color,866492
Wales,Isle of Anglesey,linen trousers,866466
West Midlands,Worcestershire,silk scarf,866442
South East England,Shepway,scottish salmon,866420
West Midlands,Rugby,dyson tower fan,866415
Scotland,East Dunbartonshire,minecraft game - xbox,866408
Yorkshire and the Humber,York,blue stilton cheese,866393
North West England,Lancashire,large king prawns,866386
South East England,Reigate and Banstead,Blueberry yoghurt,866381
South East England,West Oxfordshire,organic soured cream,866374
South East England,Sevenoaks,bosch washing machine,866368
East Midlands,Newark and Sherwood,Almond milk,866309
Wales,Isle of Anglesey,Sweet potatoes loose,866294
South East England,Shepway,baby potatoes,866287
North West England,Lancashire,organic raspberry yoghurt,866266
Wales,Bargoed,x-box 360,866258
East of England,Uttlesford,diced vernison,866245
South East England,Reigate and Banstead,brenton t-shirt,866242
East of England,Colchester,british fresh chicken brest fillets,866237
East of England,Uttlesford,Almond milk,866236
East of England,Uttlesford,semi skimmed milk,866231
East of England,Uttlesford,linen trousers,866212
East of England,Colchester,linen shirt,866211
South East England,Reigate and Banstead,gaming mouse,866209
South East England,Sevenoaks,pain au chocolate,866207
Northern Ireland,Armagh,blue stilton cheese,866189
North East England,Darlington,cod fillets,866157
North East England,Stockton-on-Tees,croisant ,866150
Yorkshire and the Humber,York,beans,866114
Wales,Isle of Anglesey,wristwatch,866089
East of England,Bedfordshire,dyson vacuum cleaner,866087
South East England,Reigate and Banstead,apple macbook pro mid 2009,866076
East of England,Colchester,Organic Kefir,866070
South East England,Sevenoaks,mild cheddar cheese,866069
South East England,Reigate and Banstead,Red pepper,866066
Scotland,East Dunbartonshire,grey blazers,866057
Yorkshire and the Humber,York,linen trousers,866038
Wales,Isle of Anglesey,pokemon gold,866016
Northern Ireland,Armagh,organic soured cream,865987
East Midlands,Rushcliffe,brenton t-shirt,865974
Scotland,East Dunbartonshire,skimmed milk,865953
East Midlands,Rushcliffe,dyson vacuum cleaner,865949
Scotland,Glasgow City,pink blazers,865909
South East England,Sevenoaks,Blueberry yoghurt,865907
North West England,Lancashire,red velvet cake,865900
Scotland,East Dunbartonshire,silk scarf,865880
Yorkshire and the Humber,Selby,British carrots loose,865856
North East England,Stockton-on-Tees,21 day mature sirlion steak,865835
Wales,Bargoed,dyson washing machine,865777
Scotland,East Dunbartonshire,pink blazers,865751
South East England,West Oxfordshire,diced chicken breast,865742
London,Hackney,halo combat evolved,865730
North East England,Stockton-on-Tees,british parsnips loose,865721
East Midlands,Rushcliffe,pink blazers,865712
North West England,Lancashire,dell inspiron laptop,865709
West Midlands,Worcestershire,fresh whole turkey,865698
Wales,Bargoed,bosch washing machine,865696
Yorkshire and the Humber,York,corned beef,865676
East Midlands,Lincolnshire,gaming mouse,865661
South East England,Shepway,grey cardigan,865654
North West England,Lancashire,skimmed milk,865635
North East England,Stockton-on-Tees,jam doughnut,865630
North West England,Lancashire,Spring onions bunch,865624
North East England,Darlington,plastic sunshades,865616
Yorkshire and the Humber,Selby,british parsnips loose,865594
East of England,Colchester,vanilla yoghurt,865547
North West England,Lancashire,dyson vacuum cleaner,865507
Scotland,Glasgow City,cheese cake,865498
East of England,East Hertfordshire,British carrots loose,865481
North East England,Darlington,almond croisant,865480
Northern Ireland,Ballymoney,corn,865477
East of England,Uttlesford,almond croisant,865446
East Midlands,Newark and Sherwood,gameboy color,865445
North West England,Lancashire,oxford shoes,865441
West Midlands,Rugby,Onions Loose,865433
Yorkshire and the Humber,Selby,aubergine,865420
South East England,Shepway,Spring onions bunch,865415
East Midlands,Rushcliffe,british fresh chicken thigh fillets,865402
Yorkshire and the Humber,Selby,brenton jumper,865394
North East England,Darlington,dual shock controller,865375
North East England,Stockton-on-Tees,Fairtrade Bananas Loose,865364
Yorkshire and the Humber,York,mature cheddar cheese,865359
West Midlands,Worcestershire,Organic mILK,865358
Scotland,Glasgow City,vanilla yoghurt,865342
East of England,Bedfordshire,gaming mouse,865341
Scotland,Glasgow City,Onions Loose,865296
Northern Ireland,Ballymoney,x-box 360,865286
Scotland,East Dunbartonshire,plastic sunshades,865281
North West England,Lancashire,classic bowtie,865278
Yorkshire and the Humber,York,god of war 2,865270
West Midlands,Rugby,large king prawns,865254
East Midlands,Newark and Sherwood,red velvet cake,865246
Wales,Bargoed,wellington boots,865244
East Midlands,Lincolnshire,minecraft game - xbox,865199
East Midlands,Rushcliffe,sea bass fillets,865196
East of England,Uttlesford,wristwatch,865158
East Midlands,Newark and Sherwood,fresh turkey steak,865112
North West England,Lancashire,organic soured cream,865111
West Midlands,Worcestershire,bosch washing machine,865087
Scotland,Glasgow City,pain au raisins,865057
North East England,Stockton-on-Tees,olive oil spread,865047
London,Hackney,Brocolli loose,865034
Yorkshire and the Humber,Selby,courgette loose,865028
South East England,Reigate and Banstead,Soy Milk,864970
South East England,Shepway,oxford shirt,864926
North West England,Lancashire,rice,864925
Wales,Isle of Anglesey,free range large eggs x12,864918
South East England,Reigate and Banstead,chicken sausages,864910
Scotland,Glasgow City,croisant ,864882
North West England,Lancashire,grey cardigan,864874
Scotland,Glasgow City,shortbread,864871
East Midlands,Lincolnshire,21 day mature sirlion steak,864864
North East England,Stockton-on-Tees,fresh whole turkey,864860
Northern Ireland,Ballymoney,gameboy color,864856
East Midlands,Newark and Sherwood,chocolate twist,864850
Wales,Bargoed,wristwatch,864826
South East England,Reigate and Banstead,denim jacket,864824
South East England,Reigate and Banstead,Spring onions bunch,864822
Wales,Bargoed,pokemon red,864820
East of England,Bedfordshire,gameboy color,864802
North West England,Lancashire,brenton t-shirt,864799
East of England,Uttlesford,dyson tower fan,864795
East Midlands,Newark and Sherwood,vernison sausages,864789
West Midlands,Rugby,Spring onions bunch,864774
East of England,Colchester,pain au raisins,864756
Northern Ireland,Ballymoney,Slightly salted butter,864747
Yorkshire and the Humber,York,olive oil spread,864727
Wales,Isle of Anglesey,lg washing machine,864705
Scotland,Glasgow City,gameboy advance,864689
Scotland,East Dunbartonshire,gameboy color,864689
Yorkshire and the Humber,York,fine beans,864662
Yorkshire and the Humber,Selby,Organic Kefir,864607
East Midlands,Lincolnshire,denim jacket,864600
London,Hackney,diced vernison,864595
East of England,Uttlesford,aubergine,864557
Wales,Bargoed,unsalted butter,864550
Scotland,Glasgow City,lg washing machine,864537
South East England,West Oxfordshire,almond croisant,864527
East Midlands,Rushcliffe,beef sausages,864522
South East England,Shepway,samsung washing machine,864495
North West England,Lancashire,chocolate twist,864485
South East England,Sevenoaks,denim jeams,864460
Scotland,East Dunbartonshire,Onions Loose,864454
Scotland,East Dunbartonshire,blue stilton cheese,864444
South East England,Shepway,vernison sausages,864422
East Midlands,Lincolnshire,chocolate fudge cake,864422
Northern Ireland,Ballymoney,olive oil spread,864418
Yorkshire and the Humber,York,Onions Loose,864404
East Midlands,Lincolnshire,pain au raisins,864390
Northern Ireland,Armagh,diced vernison,864388
East Midlands,Newark and Sherwood,skimmed milk,864357
North East England,Darlington,oxford shirt,864342
South East England,West Oxfordshire,croisant ,864332
West Midlands,Rugby,hotpoint washing machine,864315
Northern Ireland,Armagh,Blueberry yoghurt,864310
East of England,Colchester,cod fillets,864306
Scotland,East Dunbartonshire,olive oil spread,864305
North East England,Stockton-on-Tees,hotpoint washing machine,864250
North East England,Stockton-on-Tees,rice,864219
South East England,Shepway,hp dv 2000 laptop,864212
South East England,West Oxfordshire,corn,864206
East Midlands,Rushcliffe,British baking potatoes loose,864191
West Midlands,Worcestershire,british fresh turkey mince,864190
South East England,West Oxfordshire,pain au raisins,864185
South East England,Sevenoaks,hp dv 3000 laptop,864177
East of England,Colchester,beef sausages,864154
East Midlands,Rushcliffe,organic raspberry yoghurt,864149
East of England,Colchester,corn,864147
South East England,West Oxfordshire,dual shock controller,864139
West Midlands,Rugby,silk tie,864133
Yorkshire and the Humber,Selby,celery,864129
East of England,Bedfordshire,beef sausages,864120
South East England,Shepway,Organic Kefir,864116
West Midlands,Worcestershire,red velvet cake,864104
West Midlands,Worcestershire,chocolate fudge cake,864088
South East England,West Oxfordshire,pokemon yellow,864083
South East England,Reigate and Banstead,semi skimmed milk,864061
Wales,Bargoed,lg washing machine,864048
East of England,East Hertfordshire,raspberries,864029
East of England,East Hertfordshire,garlic,864026
London,Hackney,jam doughnut,863986
Yorkshire and the Humber,Selby,corned beef,863977
Yorkshire and the Humber,York,Brocolli loose,863975
East Midlands,Rushcliffe,gaming mouse,863972
West Midlands,Worcestershire,british bramley cooking apples,863962
East Midlands,Lincolnshire,gaming keyboard,863960
Wales,Isle of Anglesey,linen shirt,863948
East Midlands,Lincolnshire,samsung washing machine,863944
South East England,Reigate and Banstead,mature cheddar cheese,863943
North East England,Darlington,linen trousers,863939
East Midlands,Rushcliffe,apple macbook pro mid 2009,863923
Yorkshire and the Humber,York,easy peeler loose,863917
Wales,Bargoed,skimmed milk,863900
North East England,Stockton-on-Tees,dyson vacuum cleaner,863893
Wales,Bargoed,hp dv 2000 laptop,863890
Scotland,East Dunbartonshire,Fairtrade Bananas Loose,863886
Yorkshire and the Humber,Selby,free range large eggs x12,863872
South East England,West Oxfordshire,goat cheese,863860
East Midlands,Rushcliffe,beans,863854
East Midlands,Rushcliffe,samsung washing machine,863846
East Midlands,Newark and Sherwood,organic raspberry yoghurt,863846
Yorkshire and the Humber,York,diced vernison,863843
South East England,West Oxfordshire,Brocolli loose,863820
South East England,Reigate and Banstead,red velvet cake,863818
West Midlands,Worcestershire,chicken sausages,863817
London,Hackney,Oats Milk,863805
Yorkshire and the Humber,York,chocolate twist,863805
East Midlands,Lincolnshire,british fresh turkey mince,863804
Scotland,Glasgow City,white shirt,863789
West Midlands,Worcestershire,halo combat evolved,863786
West Midlands,Worcestershire,gaming mouse,863783
Northern Ireland,Ballymoney,free range large eggs x12,863782
East of England,Colchester,gaming keyboard,863751
South East England,Sevenoaks,sea bass fillets,863737
South East England,Shepway,corned beef,863724
North East England,Stockton-on-Tees,fine beans,863712
South East England,Sevenoaks,beans,863706
London,Hackney,play station 3,863698
South East England,Reigate and Banstead,hp dv 3000 laptop,863686
Scotland,Glasgow City,gameboy color,863683
West Midlands,Worcestershire,plastic sunshades,863671
Yorkshire and the Humber,York,samsung washing machine,863659
Yorkshire and the Humber,York,dyson vacuum cleaner,863636
East Midlands,Newark and Sherwood,salmon fillets,863634
North East England,Darlington,pokemon blue,863611
East of England,Uttlesford,dyson vacuum cleaner,863610
West Midlands,Worcestershire,white shirt,863608
North East England,Darlington,Fairtrade Bananas Loose,863598
Scotland,Glasgow City,x-box 360,863590
Yorkshire and the Humber,Selby,vanilla yoghurt,863586
North East England,Stockton-on-Tees,apple macbook air mid 2009,863582
West Midlands,Worcestershire,pokemon blue,863577
Yorkshire and the Humber,York,Mixed pepper,863570
Wales,Bargoed,jam doughnut,863562
North East England,Darlington,grey cardigan,863562
East of England,Colchester,organic soured cream,863553
East Midlands,Lincolnshire,croisant ,863537
East Midlands,Newark and Sherwood,pain au raisins,863534
South East England,West Oxfordshire,play station 3,863516
Northern Ireland,Ballymoney,croisant ,863460
North West England,Lancashire,pain au chocolate,863423
South East England,Reigate and Banstead,pain au raisins,863421
South East England,Reigate and Banstead,21 day mature sirlion steak,863414
East of England,Bedfordshire,british bramley cooking apples,863410
North West England,Lancashire,21 day mature sirlion steak,863409
Northern Ireland,Ballymoney,oxford shirt,863405
South East England,Reigate and Banstead,macaron - x3,863402
West Midlands,Worcestershire,goat cheese,863378
East of England,East Hertfordshire,Brocolli loose,863370
East of England,Bedfordshire,dyson tower fan,863365
East of England,Bedfordshire,white shirt,863364
South East England,Sevenoaks,Brocolli loose,863347
Yorkshire and the Humber,Selby,chocolate twist,863327
East Midlands,Newark and Sherwood,plastic sunshades,863325
Wales,Isle of Anglesey,21 day mature ribeye steak,863307
Northern Ireland,Armagh,brenton t-shirt,863305
South East England,Shepway,apple macbook air mid 2009,863304
Scotland,Glasgow City,vernison sausages,863297
East Midlands,Rushcliffe,Oats Milk,863287
Wales,Bargoed,british fresh chicken thigh fillets,863286
London,Hackney,easy peeler loose,863283
West Midlands,Rugby,oxford shirt,863264
North East England,Darlington,Plain Greek yoghurt,863230
Northern Ireland,Ballymoney,grey blazers,863229
Scotland,Glasgow City,mild cheddar cheese,863215
Northern Ireland,Ballymoney,minecraft game - xbox,863178
Wales,Isle of Anglesey,beans,863175
East of England,East Hertfordshire,fresh turkey steak,863160
North West England,Lancashire,goat cheese,863158
North West England,Lancashire,hotpoint washing machine,863158
Yorkshire and the Humber,York,baby potatoes,863154
Northern Ireland,Ballymoney,Plain Greek yoghurt,863153
London,Hackney,almond croisant,863144
East of England,East Hertfordshire,chocolate twist,863137
Yorkshire and the Humber,Selby,wellington boots,863136
East Midlands,Newark and Sherwood,celery,863130
East Midlands,Lincolnshire,halo combat evolved,863120
East of England,Bedfordshire,pokemon yellow,863107
East of England,Colchester,celery,863095
Yorkshire and the Humber,Selby,white shirt,863086
East of England,Uttlesford,plastic sunshades,863084
South East England,West Oxfordshire,plastic sunshades,863081
Wales,Isle of Anglesey,dell inspiron laptop,863079
South East England,West Oxfordshire,red velvet cake,863074
South East England,Shepway,red velvet cake,863021
East Midlands,Lincolnshire,beef mince,863019
East Midlands,Newark and Sherwood,oxford shirt,863014
East Midlands,Lincolnshire,pokemon yellow,863007
North West England,Lancashire,x-box 360,863002
South East England,Shepway,british bramley cooking apples,862998
South East England,West Oxfordshire,wristwatch,862998
North East England,Stockton-on-Tees,halo combat evolved,862994
Wales,Bargoed,beef sausages,862990
East of England,Bedfordshire,21 day mature rump steak,862977
East of England,Colchester,21 day mature sirlion steak,862974
East of England,Bedfordshire,sea bass fillets,862966
East of England,Uttlesford,large king prawns,862965
Yorkshire and the Humber,Selby,linen trousers,862963
Scotland,East Dunbartonshire,cheese cake,862922
East Midlands,Lincolnshire,mild cheddar cheese,862917
Scotland,East Dunbartonshire,oxford shirt,862896
East of England,Uttlesford,pain au chocolate,862886
South East England,West Oxfordshire,pink blazers,862874
North East England,Darlington,shortbread,862874
South East England,Shepway,almond croisant,862871
South East England,Shepway,denim jeams,862863
South East England,Shepway,free range large eggs x12,862857
Northern Ireland,Armagh,mild cheddar cheese,862855
Scotland,East Dunbartonshire,garlic,862849
South East England,Shepway,brenton jumper,862828
South East England,West Oxfordshire,baby potatoes,862807
East Midlands,Rushcliffe,chocolate twist,862782
Northern Ireland,Ballymoney,salmon fillets,862764
Yorkshire and the Humber,York,british fresh chicken brest fillets,862761
Wales,Bargoed,millionaire square,862760
South East England,Reigate and Banstead,mild cheddar cheese,862710
South East England,Shepway,plastic sunshades,862702
Scotland,Glasgow City,apple macbook air mid 2009,862685
East Midlands,Rushcliffe,bosch washing machine,862671
East Midlands,Rushcliffe,british fresh turkey mince,862667
East Midlands,Lincolnshire,scottish salmon,862649
